YEARMADERANGE,BEDROOMS,NCOMBATH,NHAFBATH,WALLTYPE,OUTLET,STOVEN,SEPCOOKTUSE,SEPOVENUSE,AMTMICRO,NUMMEAL,TOAST,COFFEE,DWASHUSE,AGEDW,WASHTEMP,DRYRUSE,TVCOLOR,TVSIZE1,TVONWD1,TVONWE1,TVAUDIOSYS,DESKTOP,NUMLAPTOP,NUMTABLET,ELPERIPH,NUMSMPHONE,INTERNET,INWIRELESS,HEATHOME,EQUIPAGE,NUMBERAC,NUMCFAN,NOTMOIST,LGTINNUM,LGTIN4,HHAGE,EDUCATION,NUMADULT,ATHOME,MONEYPY,NOHEATBROKE,NOHEATEL,NOHEATDAYS,USESOLAR,TOTCSQFT,TOTHSQFT,TOTSQFT_EN,CDD30YR,KWH,KWHSPH,KWHCOL,KWHLGT
8,3,2,0,1,1,1,0,0,25,3,0,1,2,2,3,5,3,2,3,3,0,1,0,0,1,0,1,1,1,2,0,5,0,2,6,83,2,1,5,2,0,0,0,0,1884,1884,1884,2650,14766.758,3822.384,3071.534,1016.63
4,2,1,0,1,0,1,0,0,4,3,1,1,0,0,0,0,2,2,2,3,0,1,2,1,1,2,1,1,1,6,1,0,0,1,2,27,4,2,0,2,0,0,0,0,196,782,782,604,6750.579,4383.823,251.143,149.368
7,4,2,1,1,1,0,5,5,10,3,1,0,7,2,3,3,3,3,3,3,0,2,3,1,1,2,1,1,1,4,0,2,0,4,20,42,5,2,1,6,0,0,0,0,3380,3380,4308,760,16585.761,2076.627,1629.932,3028.328
6,3,2,0,3,0,1,0,0,15,4,1,1,0,0,2,5,4,3,5,5,0,1,0,0,1,1,1,0,1,3,0,4,0,1,4,58,3,2,5,2,0,0,0,0,924,924,924,1687,11924.0,0.0,1290.537,644.153
1,2,1,0,3,1,2,0,0,5,4,1,1,1,41,2,2,4,1,3,2,0,0,3,5,2,4,1,1,1,4,0,4,0,1,8,59,4,3,0,3,0,0,2,0,0,1222,1222,565,2297.369,0.0,0.0,130.61
4,2,2,0,3,1,1,0,0,7,2,1,1,0,0,3,3,2,4,3,3,0,0,1,1,1,2,1,1,1,6,2,2,0,2,16,26,4,2,5,6,0,0,0,0,560,1750,2800,1429,8973.455,0.0,1920.542,3445.489
1,2,1,0,4,0,1,0,0,15,2,1,1,2,2,2,2,2,3,4,4,1,0,3,2,1,2,1,1,1,6,0,5,0,3,7,27,5,2,2,6,0,0,0,0,0,1504,3008,307,3677.314,90.242,0.0,581.805
7,2,2,0,3,0,1,0,0,15,4,1,0,2,41,2,2,2,3,2,3,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,85,4,1,0,2,0,0,0,0,1688,1688,1688,1549,7794.0,2908.483,881.225,120.953
4,4,1,1,3,0,1,0,0,5,3,1,1,3,42,3,4,2,2,5,5,0,1,2,2,1,2,1,1,1,6,1,0,0,2,9,67,4,2,5,3,0,0,0,0,2216,2216,3188,1142,10648.085,0.0,3605.268,1687.824
4,3,1,0,3,0,1,0,0,7,3,1,0,0,0,3,2,2,2,5,5,0,0,0,0,1,2,0,0,1,6,2,2,0,2,5,66,2,2,5,3,0,0,0,0,458,1144,1144,1536,14263.18,6418.773,1462.252,611.85
2,4,2,1,3,1,1,0,0,4,2,1,1,2,3,3,3,1,3,3,3,0,1,0,1,1,1,1,1,1,2,0,4,1,4,20,66,3,1,0,2,0,0,0,0,3059,2552,3059,371,12340.971,0.0,500.429,1158.792
2,3,1,0,1,1,1,0,0,10,2,0,1,0,0,2,7,1,2,5,5,0,0,1,0,0,2,1,1,1,1,0,4,0,2,10,60,3,2,5,1,0,1,10,0,1802,1802,1802,3289,9212.142,0.0,5180.609,1209.775
1,2,1,0,1,0,1,0,0,7,4,0,1,0,41,0,0,4,2,3,3,1,1,1,0,1,0,1,1,1,4,0,0,0,2,0,50,4,1,3,1,0,0,0,0,0,994,994,759,4267.968,1935.461,0.0,134.555
4,1,1,1,2,0,1,0,0,10,4,0,0,4,1,2,4,1,2,4,4,0,0,0,1,0,0,1,1,1,1,0,0,0,2,4,84,4,1,5,3,0,0,0,0,1123,1123,1123,824,8204.0,2463.465,520.707,1047.478
4,3,2,1,5,0,1,0,0,10,3,1,0,1,3,2,1,1,3,2,2,0,0,2,1,1,1,1,1,1,6,0,4,0,2,5,37,5,1,2,5,0,0,0,0,1466,1466,1466,1854,14131.819,7300.783,2031.416,511.58
1,3,1,1,1,0,1,0,0,9,4,1,0,0,42,3,1,2,3,3,4,0,0,0,0,0,2,1,0,1,6,2,1,0,2,3,53,3,2,1,3,0,0,0,0,524,1573,2359,1359,2982.857,0.0,717.222,183.06
5,3,2,0,1,1,1,0,0,15,6,1,1,0,0,2,9,4,2,3,3,0,0,0,0,0,2,0,0,1,3,0,5,0,3,4,50,3,3,5,2,0,0,0,0,0,2746,3298,2504,18036.833,4731.504,0.0,1481.187
4,3,1,0,3,0,1,0,0,7,3,0,0,0,0,3,5,4,2,5,5,0,0,0,2,0,4,1,0,1,1,1,0,0,1,7,55,1,1,5,1,0,0,0,0,175,1050,1050,1665,22015.0,10220.222,1202.378,1228.758
2,4,2,0,1,1,1,5,2,20,3,1,1,0,0,1,5,4,3,3,2,0,1,1,2,1,2,1,1,1,3,0,1,0,2,12,60,3,4,5,7,0,0,0,0,2518,2518,2518,1296,18936.824,6211.839,4315.62,2705.609
1,3,1,2,6,1,1,0,0,7,2,1,0,2,2,3,3,1,2,2,2,0,1,0,0,1,0,1,1,1,2,0,1,1,2,14,62,5,1,5,1,0,0,0,0,1116,1116,2215,1517,15903.73,0.0,3247.986,2032.792
3,4,2,0,2,1,0,5,2,7,4,1,1,1,42,2,4,1,3,2,3,0,2,2,2,1,2,1,1,1,5,0,1,0,2,15,49,5,2,0,8,0,0,0,0,1533,1533,1533,1319,9687.156,0.0,3064.245,1879.965
5,2,1,0,1,0,1,0,0,7,2,1,0,3,2,0,0,1,2,5,4,0,1,0,1,0,2,1,1,1,3,0,0,0,1,4,24,4,2,5,4,0,0,0,0,811,811,811,638,5730.847,957.467,186.603,519.727
5,3,2,1,3,1,1,0,0,3,3,1,0,5,41,3,4,1,2,1,1,0,0,2,2,1,1,1,1,1,6,2,0,0,3,5,30,4,2,5,5,0,0,0,0,652,1955,2936,443,3104.036,0.0,600.066,750.919
4,3,1,1,1,0,1,0,0,5,2,1,0,0,0,2,6,4,3,3,3,0,0,0,0,0,3,1,0,1,3,0,2,0,1,2,30,2,1,0,1,0,0,0,0,1570,1570,1570,1611,26326.341,12322.419,2736.383,388.73
3,3,2,0,1,0,1,0,0,0,2,1,1,0,0,3,7,2,3,3,3,0,0,0,0,0,0,1,1,1,6,0,2,0,1,2,33,1,3,1,4,0,0,0,0,1632,1632,1632,3370,23277.278,6327.768,7755.661,843.012
3,3,2,0,1,1,0,10,4,20,3,0,1,0,0,3,7,2,3,3,3,0,0,0,0,0,0,0,0,1,4,0,4,0,1,2,63,2,2,5,2,0,0,0,0,2462,2462,2462,2714,12389.232,0.0,6181.087,576.252
4,2,1,0,3,1,1,0,0,14,1,0,1,0,0,2,3,1,3,4,4,0,1,0,0,2,0,1,1,1,6,1,0,1,2,2,85,2,2,5,1,0,0,0,0,320,1470,1470,525,23652.302,15198.153,447.949,500.429
8,4,3,0,3,1,1,0,0,7,3,0,1,0,3,3,5,3,1,3,4,0,0,1,1,1,2,1,1,1,3,0,6,0,5,18,42,3,2,5,3,0,0,0,0,2216,2216,3074,437,12756.136,3485.361,404.19,3707.065
1,2,1,0,3,1,1,0,0,21,1,1,1,0,0,0,0,2,3,3,4,0,0,0,0,0,0,0,0,1,1,2,2,0,1,1,71,2,1,5,1,0,0,0,0,375,1125,1125,3218,5454.763,1353.952,1915.806,211.94
1,2,1,0,3,0,1,0,0,7,2,1,1,1,2,3,3,2,3,3,2,0,0,2,0,1,1,1,1,1,6,0,3,0,1,2,49,3,1,0,5,0,0,0,0,1008,1008,1008,955,8265.477,0.0,1300.32,326.516
8,2,2,0,3,1,1,0,0,15,3,1,1,4,1,2,7,2,3,3,4,0,0,3,1,1,2,1,1,1,1,0,1,0,2,10,55,5,2,5,7,0,0,0,0,2660,3060,3060,394,22876.274,14296.406,251.09,622.947
5,2,1,1,5,1,1,0,0,3,4,0,1,1,2,3,3,1,3,3,4,1,1,1,0,1,0,1,1,1,2,0,4,0,2,6,42,3,1,0,4,0,0,0,0,1240,1240,1240,863,3070.259,223.11,317.632,419.125
4,3,2,0,1,1,0,10,5,3,3,1,1,4,2,3,7,2,3,3,4,0,1,2,0,1,1,1,0,1,6,0,1,0,2,6,68,2,3,4,4,0,0,0,0,1272,1272,1272,1532,2242.215,0.0,244.084,46.931
5,4,2,0,4,1,1,0,1,21,1,1,1,0,5,2,4,4,3,3,3,1,2,3,2,2,3,1,1,1,6,0,5,1,2,7,62,3,4,5,5,0,0,0,0,1961,1961,4572,1867,9167.263,1429.918,2839.397,1088.585
1,3,1,0,2,1,1,0,0,15,4,0,1,0,41,2,1,1,2,2,2,1,0,1,1,1,1,1,1,1,4,1,2,1,2,7,61,3,1,5,1,0,0,0,0,238,1428,2142,759,3237.353,84.038,243.33,528.676
3,2,1,0,2,0,1,0,0,9,1,1,1,0,0,0,0,2,3,4,3,0,1,1,4,0,0,1,0,1,2,2,2,0,2,12,28,3,3,5,4,0,0,0,0,602,1806,1806,1305,11924.0,0.0,1073.641,1500.994
1,4,1,1,3,1,1,0,0,10,2,0,0,1,3,2,2,1,2,5,2,0,1,0,0,1,0,1,1,1,6,0,2,0,1,4,67,5,1,0,2,0,0,0,0,2808,3888,4968,868,2820.145,0.0,385.734,339.941
4,2,1,1,7,0,1,0,0,7,4,0,0,0,0,1,5,3,2,5,5,0,0,0,2,0,2,1,1,1,3,0,0,0,2,10,25,3,1,2,2,0,0,0,0,1382,1382,1382,1956,9543.238,1113.863,1285.603,1726.576
7,4,2,1,7,1,1,0,0,20,3,1,1,4,41,3,6,3,3,3,5,1,0,3,0,3,5,1,1,1,4,0,4,0,4,26,43,2,2,5,6,0,0,0,0,3626,3626,5239,589,13752.294,3210.297,802.33,4228.947
7,4,3,0,1,1,1,0,0,20,3,1,1,3,2,3,5,3,3,3,4,1,3,2,4,2,2,1,1,1,1,0,3,1,4,30,61,5,2,5,8,0,0,0,0,2420,2804,3572,1645,22732.634,2243.813,2071.895,3981.46
1,3,1,1,3,1,1,0,0,15,4,1,0,4,41,2,10,2,2,5,5,0,0,1,1,1,2,1,1,1,5,0,2,0,3,8,55,4,2,5,4,0,0,0,0,2214,2214,2214,1399,13050.014,0.0,3367.308,3413.818
7,3,2,1,1,1,1,0,0,10,2,1,1,2,2,2,5,1,3,4,4,1,1,1,1,1,2,1,1,1,5,0,4,0,2,20,31,3,2,4,6,0,0,0,0,2044,2044,2044,2641,12799.182,2629.592,2504.624,1113.421
6,3,2,0,3,1,1,0,0,7,1,1,1,7,41,2,20,3,3,3,3,0,0,2,1,0,5,1,1,1,5,0,0,0,3,22,27,3,2,5,2,0,0,0,0,0,1862,1862,246,28598.001,10639.382,0.0,3769.294
5,3,2,1,1,1,0,5,0,25,3,0,1,1,3,2,1,7,2,4,4,0,0,2,4,1,2,1,1,1,2,0,5,0,3,15,64,5,2,5,7,0,0,0,0,2656,2656,2656,3471,16013.85,1124.205,7565.906,1759.181
6,4,3,1,1,1,2,1,3,30,2,1,1,5,5,2,4,4,4,5,5,0,1,0,2,1,2,1,1,1,6,0,4,0,3,6,76,2,2,5,8,0,0,0,0,4310,4310,4310,2080,10750.18,0.0,2462.257,1078.958
6,5,3,0,1,1,1,0,0,50,1,0,1,1,41,3,20,6,4,3,4,1,2,4,3,1,6,1,1,1,4,0,4,1,5,30,55,5,4,5,8,0,0,0,0,7878,7878,7878,1029,22091.804,0.0,2637.974,4505.844
2,2,1,0,2,0,1,0,0,35,2,0,0,0,0,3,9,3,3,3,3,0,1,1,0,1,0,1,1,1,3,0,3,0,1,0,47,2,2,1,3,0,0,0,0,0,377,377,1065,7674.976,1013.035,0.0,31.146
3,3,1,0,4,1,1,0,0,14,3,0,0,0,1,1,6,1,3,5,3,0,1,1,1,1,2,1,1,1,3,0,1,0,1,1,32,5,2,5,6,0,0,0,0,0,1332,1332,351,3000.048,0.0,0.0,117.132
4,2,1,0,1,0,1,0,0,30,3,1,0,0,0,3,1,1,2,3,3,0,0,1,1,1,0,1,1,1,4,0,1,0,2,3,85,4,1,1,3,0,0,0,0,1241,1241,1241,1025,7048.496,2018.259,723.06,455.143
1,3,2,0,2,1,1,0,0,7,3,1,1,2,2,3,4,4,3,4,4,1,0,2,2,0,3,1,1,1,4,0,6,0,2,5,35,3,2,0,5,0,0,0,0,3256,3256,3648,2741,22429.279,2994.926,12298.642,1349.898
6,3,2,0,3,1,1,0,0,7,3,1,1,0,42,2,2,3,1,2,4,0,1,0,1,1,0,1,1,1,5,0,3,0,1,2,85,4,1,5,2,0,0,0,0,1528,1528,1528,946,4851.806,0.0,1135.822,756.748
2,3,1,0,1,0,0,7,2,7,3,0,0,4,1,2,2,2,3,2,2,0,0,1,1,1,2,1,1,1,1,0,1,0,2,10,35,5,2,5,8,0,0,0,0,1125,1125,2250,623,7341.073,0.0,875.039,430.658
8,3,3,0,3,1,1,0,0,21,1,1,1,6,2,3,6,3,3,3,3,0,0,3,4,2,3,1,1,1,3,0,4,0,3,30,58,4,3,5,7,0,0,0,0,3264,3264,3264,586,12508.59,0.0,527.862,5229.848
1,2,1,0,3,0,1,0,0,20,3,0,0,1,41,3,3,2,2,3,2,0,1,0,0,1,0,1,0,1,6,2,2,0,2,7,48,3,2,5,2,0,0,0,0,625,1562,1562,1252,15583.48,0.0,2254.433,2443.849
1,2,1,0,3,1,1,0,0,6,1,1,1,0,0,2,3,2,3,4,5,1,0,0,1,0,1,1,0,1,6,1,3,1,2,3,62,3,1,5,2,0,0,0,0,232,928,1281,1075,4210.857,249.275,416.129,510.062
3,3,1,0,9,0,1,0,0,30,2,1,0,0,0,3,5,4,3,4,4,0,1,2,2,1,2,1,1,1,3,1,3,0,1,7,46,4,3,3,3,0,0,0,0,1080,1080,1080,2216,22557.2,10054.893,4563.685,2299.529
4,2,1,0,3,0,1,0,0,7,4,1,1,0,0,3,8,3,2,3,4,0,0,0,1,0,3,1,0,1,1,0,0,0,2,0,43,1,2,1,2,1,0,300,0,0,717,717,1096,5776.584,186.154,0.0,72.754
6,3,4,0,2,1,0,14,5,14,3,1,0,14,2,2,3,2,1,3,3,2,1,3,2,4,2,1,1,1,5,3,0,0,2,3,70,4,2,5,8,0,0,0,0,889,6640,6640,89,14464.971,0.0,236.341,691.475
7,3,2,0,3,0,1,0,0,7,4,0,1,3,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,1,3,0,3,0,1,2,70,1,1,2,2,0,0,0,0,1300,1300,1300,1679,14663.587,1683.405,1899.945,512.167
8,3,1,1,3,0,0,18,5,30,2,0,1,5,5,3,7,1,3,3,4,0,0,1,3,1,4,1,1,1,1,0,3,0,2,8,51,4,2,1,5,0,0,0,0,0,2020,2020,400,9353.333,1149.495,0.0,1070.871
7,6,5,1,1,0,1,7,0,0,0,0,0,5,42,2,1,5,3,4,4,0,2,0,4,1,2,1,1,1,5,0,0,0,5,80,31,4,4,5,6,0,0,0,1,3389,3389,3389,1492,27067.0,948.01,3818.097,7706.654
6,3,2,0,4,1,1,0,0,10,6,0,1,1,41,3,1,2,3,5,4,1,1,1,2,2,0,1,1,1,6,0,5,0,3,15,72,3,2,5,5,0,0,0,1,1910,1910,1910,2452,15563.903,414.281,4033.961,2257.423
2,6,1,0,1,0,1,0,0,6,1,0,0,0,0,2,4,3,2,3,4,1,0,1,0,0,0,1,1,1,3,2,0,1,2,2,39,3,3,2,1,0,0,0,0,234,1185,1579,1744,9943.23,375.895,1348.599,231.388
7,5,3,1,3,1,1,0,0,18,3,0,1,3,3,2,4,2,3,3,3,0,1,2,1,1,2,1,1,1,4,0,2,1,5,6,50,5,2,3,8,0,0,0,0,5178,5178,5178,660,11493.188,0.0,1490.535,2271.411
6,4,3,1,2,1,1,0,0,15,1,1,1,4,3,3,4,3,2,2,3,0,2,2,1,1,3,1,1,1,3,0,5,0,4,5,51,4,3,0,8,0,0,0,0,5193,5725,6790,1692,17936.0,0.0,4414.968,1510.273
3,3,1,1,3,1,1,0,0,7,3,0,0,2,1,3,2,2,3,5,5,0,1,0,2,1,2,1,1,1,6,0,5,0,2,2,72,3,2,5,2,0,0,0,0,1619,2082,2545,1825,18541.286,8253.549,4000.992,374.685
4,3,2,0,1,1,1,0,0,6,4,1,1,2,2,2,5,5,4,3,3,0,1,1,4,1,4,1,1,1,2,0,4,0,2,4,44,2,2,0,5,0,0,0,0,2340,2340,2340,1946,19444.088,4941.262,3163.344,1071.125
4,3,2,2,7,0,1,0,0,14,3,1,0,2,1,2,2,1,3,3,3,1,0,2,2,2,2,1,1,1,6,0,1,1,3,6,37,4,2,5,8,0,0,0,0,2520,2520,2520,1158,16406.533,2275.776,4670.841,849.395
5,3,1,0,2,0,1,0,0,7,2,1,1,0,0,3,10,2,3,3,4,0,0,1,1,0,3,1,1,1,3,0,1,0,1,2,36,2,2,2,1,0,0,0,0,1891,1891,1891,715,6832.615,0.0,561.426,586.23
1,3,1,0,1,0,1,0,0,0,4,1,0,1,2,0,0,1,1,2,3,0,0,0,1,0,1,0,0,1,3,0,0,0,1,1,48,3,1,1,3,0,0,0,0,1284,1284,1284,1558,9602.0,5301.799,1046.488,300.729
2,2,1,0,1,1,1,0,0,4,4,0,1,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,1,6,0,2,0,1,1,77,4,1,2,3,0,0,0,0,828,828,828,959,1557.498,0.0,180.645,193.307
5,3,1,0,2,0,1,0,0,20,3,1,0,0,3,3,3,3,3,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,30,3,2,0,2,0,0,0,0,0,890,890,2071,7601.74,5354.367,0.0,103.043
3,1,1,0,1,0,1,0,0,5,3,1,1,0,0,0,0,1,3,3,2,0,1,1,1,1,1,1,1,1,2,1,0,0,1,3,72,4,1,0,1,0,0,0,0,761,761,761,616,1595.27,77.453,115.752,118.837
7,3,2,0,3,0,1,0,0,5,3,1,1,5,41,3,4,3,3,3,4,0,0,1,1,1,3,1,1,1,4,0,6,0,3,5,44,3,2,2,6,0,0,0,0,1352,1352,1352,1922,17645.0,4983.927,2810.002,626.42
3,4,3,0,7,1,1,4,1,15,2,1,0,1,1,2,0,2,3,2,3,1,0,1,2,1,2,1,1,1,3,0,6,0,2,3,54,4,2,2,5,0,0,0,0,1578,1578,1578,4782,13567.0,0.0,6908.502,655.16
2,2,1,0,3,1,1,0,0,5,4,1,0,2,3,2,3,2,3,2,3,1,0,2,1,1,2,1,1,1,2,0,1,0,1,4,35,3,2,0,5,0,0,0,0,915,915,1255,1273,6929.633,0.0,2444.46,728.114
6,2,1,0,3,0,1,0,0,20,4,1,1,0,0,2,3,1,2,2,2,0,1,0,0,1,1,1,1,1,2,0,0,0,1,3,45,2,1,0,4,0,0,0,0,1051,1051,1051,875,13456.919,8377.017,688.696,503.401
2,2,1,0,2,1,1,0,0,7,3,0,1,0,0,2,4,2,3,5,4,0,0,1,1,1,1,1,1,1,5,0,0,0,1,5,36,5,2,5,5,1,0,7,0,0,792,792,295,9268.0,5653.42,0.0,673.337
6,3,2,0,3,0,1,0,0,10,4,1,1,2,41,2,1,2,3,5,5,0,1,1,1,1,0,1,1,1,1,0,4,0,1,2,74,2,2,5,3,0,0,0,0,1350,1350,1350,602,8426.17,0.0,594.929,752.803
4,2,1,0,3,0,1,0,0,30,1,1,0,0,0,3,2,1,1,3,3,0,0,0,0,0,0,0,0,1,6,2,1,0,1,3,72,2,1,4,1,0,0,0,0,372,744,744,1572,12030.344,5859.743,1210.361,973.257
4,3,3,0,4,1,1,0,0,7,2,1,0,1,41,2,3,4,3,3,3,0,1,0,0,1,2,1,1,1,2,0,4,0,3,1,64,4,2,5,4,0,0,0,0,2733,2733,2733,3633,14664.145,1451.073,4404.029,245.893
6,4,2,1,3,1,0,16,12,3,2,0,0,6,1,2,2,1,3,1,2,0,1,3,2,1,2,1,1,1,1,0,2,0,5,20,39,5,2,0,8,0,0,0,0,3919,3919,5726,1198,20598.0,6850.967,1502.435,1948.226
4,3,2,0,3,1,0,13,3,10,2,1,1,2,3,3,5,5,1,4,5,1,2,1,2,2,1,1,1,1,4,0,7,0,3,6,56,3,2,0,3,0,0,0,0,2904,2904,2904,1608,14014.138,2129.795,3475.663,1737.805
7,5,3,0,4,1,1,0,0,5,4,0,1,0,42,2,5,4,3,5,5,1,0,3,1,1,4,1,1,1,4,0,0,0,4,6,42,3,5,5,8,0,0,0,0,3930,3930,3930,226,17831.454,0.0,529.915,938.597
6,4,2,1,4,1,0,7,2,4,3,1,0,6,1,2,2,1,2,3,3,0,0,1,2,1,0,1,1,1,5,0,5,0,3,5,61,5,2,5,6,0,0,0,0,2640,2640,2640,1315,3058.182,0.0,319.296,620.961
5,3,2,0,3,0,1,0,0,21,2,0,0,0,3,3,3,2,3,5,5,1,0,2,1,1,2,1,1,1,4,0,4,0,3,6,64,5,2,5,2,0,0,0,0,1551,1551,1551,2535,6120.861,351.755,983.812,789.865
5,4,4,1,3,1,0,10,3,5,3,0,1,4,41,3,5,8,3,3,3,0,0,1,3,1,2,1,1,1,4,0,2,1,4,20,58,5,2,5,8,0,0,0,0,6095,6095,6095,1103,26461.735,0.0,4116.243,8617.494
7,3,2,1,3,1,0,10,5,30,3,1,1,3,3,2,5,2,2,1,3,0,0,2,1,1,2,1,1,1,1,0,5,0,2,10,63,3,2,3,6,0,0,0,0,2128,2128,2792,2732,18441.697,3826.16,5310.281,1799.423
6,3,1,1,3,1,1,0,0,0,1,1,0,0,0,2,4,2,3,2,3,0,0,1,1,0,2,1,1,1,4,0,0,0,2,2,36,3,1,5,4,0,0,0,0,1520,1520,1520,549,2934.0,0.0,450.186,684.702
1,2,1,0,3,1,1,0,0,15,4,1,1,0,42,2,6,3,3,3,2,0,1,1,1,1,0,1,1,1,5,0,4,1,2,5,58,2,3,5,3,0,0,0,0,1438,2000,2000,676,13806.849,2590.244,1937.521,1377.958
1,5,1,0,3,1,1,6,0,6,3,1,1,0,42,0,0,1,2,4,5,0,1,0,0,0,0,1,0,1,6,2,2,0,1,2,65,4,1,5,2,0,0,0,0,526,2368,3449,1717,12780.0,6055.811,1701.283,388.959
5,2,1,0,1,0,1,0,0,10,1,1,0,0,0,0,0,3,3,3,1,1,1,0,0,0,0,0,0,1,6,2,0,0,1,1,45,1,3,3,1,0,0,0,0,479,1436,1436,872,4256.968,0.0,874.045,259.011
4,3,2,1,2,0,1,0,0,14,6,1,1,5,1,2,5,5,2,5,5,0,0,3,0,1,4,1,1,1,6,2,2,0,5,10,61,4,4,5,2,0,0,0,0,484,1451,1451,251,25529.114,7855.402,412.954,1941.918
8,3,3,1,6,1,0,5,0,10,4,0,1,7,2,2,7,5,4,4,4,3,1,1,3,1,2,1,1,1,2,0,3,0,5,20,72,5,2,5,5,0,0,0,0,3655,3655,3655,4185,22049.114,5641.395,7405.315,2663.46
8,3,2,0,3,1,1,0,0,50,2,1,0,7,3,2,4,2,4,4,5,0,0,3,0,2,3,1,1,1,3,0,3,0,3,2,48,4,2,5,4,0,0,0,0,1873,1873,1873,2154,21704.55,9136.638,2870.19,244.957
3,1,1,0,1,0,1,0,0,3,2,1,0,0,0,0,0,1,2,2,3,1,0,0,0,0,0,0,0,1,4,0,0,0,1,1,59,1,1,2,1,0,0,0,0,0,646,646,649,1249.023,0.0,0.0,97.116
4,3,2,0,3,1,0,14,2,20,3,1,1,7,3,1,14,2,3,5,5,0,0,0,0,0,0,0,0,1,4,0,3,0,3,30,74,2,3,5,4,0,0,0,0,2250,2250,2250,1737,10778.25,0.0,2582.456,4508.893
4,3,2,0,2,0,0,4,4,7,4,1,0,1,5,2,3,2,2,4,5,0,1,1,2,1,1,1,1,1,1,0,2,0,1,2,72,4,2,2,3,0,0,0,0,1746,2146,4292,1706,10030.988,1242.757,4305.732,209.482
6,3,3,0,1,1,1,14,0,14,3,1,1,6,1,2,10,3,3,4,4,0,0,3,2,1,3,1,1,1,5,0,5,0,4,25,68,3,2,5,8,0,0,0,0,2746,2746,3298,1707,22806.959,0.0,6845.3,6548.677
